id,lat,lon,_errors
Gb0054287,18.0,-65.0,"A00: float() argument must be a string or a real number, not 'NoneType'; A01: float() argument must be a string or a real number, not 'NoneType'; A02: float() argument must be a string or a real number, not 'NoneType'; A03: float() argument must be a string or a real number, not 'NoneType'; A04: float() argument must be a string or a real number, not 'NoneType'; A05: float() argument must be a string or a real number, not 'NoneType'; A06: float() argument must be a string or a real number, not 'NoneType'; A07: float() argument must be a string or a real number, not 'NoneType'; A08: float() argument must be a string or a real number, not 'NoneType'; A09: float() argument must be a string or a real number, not 'NoneType'; A10: float() argument must be a string or a real number, not 'NoneType'; A11: float() argument must be a string or a real number, not 'NoneType'; A12: float() argument must be a string or a real number, not 'NoneType'; A13: float() argument must be a string or a real number, not 'NoneType'; A14: float() argument must be a string or a real number, not 'NoneType'; A15: float() argument must be a string or a real number, not 'NoneType'; A16: float() argument must be a string or a real number, not 'NoneType'; A17: float() argument must be a string or a real number, not 'NoneType'; A18: float() argument must be a string or a real number, not 'NoneType'; A19: float() argument must be a string or a real number, not 'NoneType'; A20: float() argument must be a string or a real number, not 'NoneType'; A21: float() argument must be a string or a real number, not 'NoneType'; A22: float() argument must be a string or a real number, not 'NoneType'; A23: float() argument must be a string or a real number, not 'NoneType'; A24: float() argument must be a string or a real number, not 'NoneType'; A25: float() argument must be a string or a real number, not 'NoneType'; A26: float() argument must be a string or a real number, not 'NoneType'; A27: float() argument must be a string or a real number, not 'NoneType'; A28: float() argument must be a string or a real number, not 'NoneType'; A29: float() argument must be a string or a real number, not 'NoneType'; A30: float() argument must be a string or a real number, not 'NoneType'; A31: float() argument must be a string or a real number, not 'NoneType'; A32: float() argument must be a string or a real number, not 'NoneType'; A33: float() argument must be a string or a real number, not 'NoneType'; A34: float() argument must be a string or a real number, not 'NoneType'; A35: float() argument must be a string or a real number, not 'NoneType'; A36: float() argument must be a string or a real number, not 'NoneType'; A37: float() argument must be a string or a real number, not 'NoneType'; A38: float() argument must be a string or a real number, not 'NoneType'; A39: float() argument must be a string or a real number, not 'NoneType'; A40: float() argument must be a string or a real number, not 'NoneType'; A41: float() argument must be a string or a real number, not 'NoneType'; A42: float() argument must be a string or a real number, not 'NoneType'; A43: float() argument must be a string or a real number, not 'NoneType'; A44: float() argument must be a string or a real number, not 'NoneType'; A45: float() argument must be a string or a real number, not 'NoneType'; A46: float() argument must be a string or a real number, not 'NoneType'; A47: float() argument must be a string or a real number, not 'NoneType'; A48: float() argument must be a string or a real number, not 'NoneType'; A49: float() argument must be a string or a real number, not 'NoneType'; A50: float() argument must be a string or a real number, not 'NoneType'; A51: float() argument must be a string or a real number, not 'NoneType'; A52: float() argument must be a string or a real number, not 'NoneType'; A53: float() argument must be a string or a real number, not 'NoneType'; A54: float() argument must be a string or a real number, not 'NoneType'; A55: float() argument must be a string or a real number, not 'NoneType'; A56: float() argument must be a string or a real number, not 'NoneType'; A57: float() argument must be a string or a real number, not 'NoneType'; A58: float() argument must be a string or a real number, not 'NoneType'; A59: float() argument must be a string or a real number, not 'NoneType'; A60: float() argument must be a string or a real number, not 'NoneType'; A61: float() argument must be a string or a real number, not 'NoneType'; A62: float() argument must be a string or a real number, not 'NoneType'; A63: float() argument must be a string or a real number, not 'NoneType'"
